1,case2,START,N,high,0.000000
1,case2,high,wait,high,-0.100000
1,case2,high,search,high,1.000000
1,case2,high,wait,high,-0.100000
1,case2,high,search,high,1.990000
1,case2,high,wait,high,-0.010900
1,case2,high,search,high,2.970100
1,case2,high,search,high,3.940399
1,case2,high,search,low,3.940399
1,case2,low,recharge,GOAL,0.700000
2,case1,START,N,high,0.000000
2,case1,high,wait,high,0.100000
2,case1,high,wait,high,0.199000
2,case1,high,wait,high,0.297010
2,case1,high,search,low,0.400000
2,case1,low,recharge,GOAL,0.000000
3,case1,START,N,high,0.000000
3,case1,high,wait,high,0.403309
3,case1,high,wait,high,0.499276
3,case1,high,search,low,0.760000
3,case1,low,recharge,GOAL,0.000000
4,case1,START,N,high,0.000000
4,case1,high,wait,high,0.617748
4,case1,high,search,low,1.084000
4,case1,low,recharge,GOAL,0.000000
5,case3,START,N,high,0.000000
5,case3,high,wait,high,-0.100000
5,case3,high,search,high,1.000000
5,case3,high,search,high,1.990000
5,case3,high,wait,high,-0.010900
5,case3,high,wait,high,0.069290
5,case3,high,wait,high,0.141461
5,case3,high,wait,high,0.206415
5,case3,high,search,high,2.970100
5,case3,high,wait,high,0.353082
5,case3,high,wait,high,0.419083
5,case3,high,search,high,3.455250
5,case3,high,search,high,3.937973
5,case3,high,search,low,3.937973
5,case3,low,recharge,GOAL,0.700000
6,case2,START,N,high,0.000000
6,case2,high,search,high,4.900995
6,case2,high,wait,high,0.331280
6,case2,high,wait,high,0.639241
6,case2,high,search,high,5.376490
6,case2,high,search,high,5.849608
6,case2,high,wait,high,0.820511
6,case2,high,search,high,6.320360
6,case2,high,wait,high,1.013902
6,case2,high,search,high,6.788758
6,case2,high,search,high,7.254814
6,case2,high,wait,high,1.239674
6,case2,high,search,high,7.718540
6,case2,high,search,high,8.179947
6,case2,high,wait,high,1.410416
6,case2,high,wait,high,1.575467
6,case2,high,search,high,8.486014
6,case2,high,search,low,8.486014
6,case2,low,recharge,GOAL,1.330000
7,case2,START,N,high,0.000000
7,case2,high,wait,high,1.744199
7,case2,high,wait,high,1.907306
7,case2,high,wait,high,2.064976
7,case2,high,search,high,8.791061
7,case2,high,wait,high,2.226542
7,case2,high,search,high,9.095090
7,case2,high,search,high,9.398107
7,case2,high,search,high,9.624612
7,case2,high,search,low,9.624612
7,case2,low,recharge,GOAL,1.897000
8,case1,START,N,high,0.000000
8,case1,high,wait,high,0.685641
8,case1,high,search,high,1.678580
8,case1,high,wait,high,0.776895
8,case1,high,search,low,1.794651
8,case1,low,recharge,GOAL,0.000000
9,case2,START,N,high,0.000000
9,case2,high,search,high,9.850550
9,case2,high,search,high,10.075924
9,case2,high,wait,high,2.372587
9,case2,high,wait,high,2.514981
9,case2,high,search,high,10.300734
9,case2,high,search,high,10.524982
9,case2,high,search,high,10.748670
9,case2,high,search,high,10.971798
9,case2,high,search,high,11.194368
9,case2,high,search,low,11.194368
9,case2,low,recharge,GOAL,2.407300
10,case2,START,N,high,0.000000
10,case2,high,search,high,11.194368
10,case2,high,search,low,11.194368
10,case2,low,search,low,0.416657
