case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.813694,44
case1,high,wait,0.186306,44
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.838459,49
case2,high,wait,0.161541,49
case2,low,recharge,0.756745,129
case2,low,search,0.151534,129
case2,low,wait,0.091721,129
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.941697,82
case3,high,wait,0.058303,82
case3,low,recharge,0.735046,129
case3,low,search,0.209096,129
case3,low,wait,0.055858,129
