case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.848440,55
case1,high,wait,0.151560,55
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.857772,56
case2,high,wait,0.142228,56
case2,low,recharge,0.627676,100
case2,low,search,0.227210,100
case2,low,wait,0.145114,100
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.853609,59
case3,high,wait,0.146391,59
case3,low,recharge,0.728080,119
case3,low,search,0.172476,119
case3,low,wait,0.099444,119
