case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,9.022529,49
case1,high,wait,3.065542,49
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,7.229492,71
case2,high,wait,1.290611,71
case2,low,recharge,4.207227,89
case2,low,search,1.633320,89
case2,low,wait,0.701606,89
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,8.457758,80
case3,high,wait,1.549129,80
case3,low,recharge,3.898470,129
case3,low,search,1.156908,129
case3,low,wait,0.378158,129
