case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,14.883145,69
case1,high,wait,10.342332,69
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,16.828165,59
case2,high,wait,8.721642,59
case2,low,recharge,5.046738,91
case2,low,search,3.165491,91
case2,low,wait,2.386896,91
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,15.515195,80
case3,high,wait,6.886018,80
case3,low,recharge,3.918054,170
case3,low,search,2.080647,170
case3,low,wait,0.812850,170
