case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.815965,49
case1,high,wait,0.184035,49
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.894542,71
case2,high,wait,0.105458,71
case2,low,recharge,0.657671,89
case2,low,search,0.206530,89
case2,low,wait,0.135799,89
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.942567,80
case3,high,wait,0.057433,80
case3,low,recharge,0.787558,129
case3,low,search,0.132545,129
case3,low,wait,0.079897,129
