case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.504966,102
case1,high,wait,0.495034,102
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.966111,80
case2,high,wait,0.033889,80
case2,low,recharge,0.604504,107
case2,low,search,0.240187,107
case2,low,wait,0.155309,107
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.976938,88
case3,high,wait,0.023062,88
case3,low,recharge,0.787632,150
case3,low,search,0.166601,150
case3,low,wait,0.045767,150
