case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,20.432179,199
case1,high,wait,28.025386,199
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,17.804081,109
case2,high,wait,15.998191,109
case2,low,recharge,6.562500,123
case2,low,search,4.985865,123
case2,low,wait,5.405080,123
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,17.308229,121
case3,high,wait,11.275072,121
case3,low,recharge,5.696778,159
case3,low,search,3.873397,159
case3,low,wait,2.698343,159
