1,case1,START,N,high,0.000000
1,case1,high,wait,high,0.100000
1,case1,high,wait,high,0.199000
1,case1,high,wait,high,0.297010
1,case1,high,wait,high,0.394040
1,case1,high,wait,high,0.490100
1,case1,high,wait,high,0.585199
1,case1,high,search,high,1.252668
1,case1,high,search,high,2.440141
1,case1,high,search,high,3.615740
1,case1,high,search,low,3.615740
1,case1,low,wait,low,0.100000
1,case1,low,wait,low,0.199000
1,case1,low,wait,low,0.297010
1,case1,low,wait,low,0.394040
1,case1,low,recharge,GOAL,0.000000
2,case1,START,N,high,0.000000
2,case1,high,search,high,4.197661
2,case1,high,wait,high,0.794833
2,case1,high,search,high,4.776673
2,case1,high,search,low,4.776673
2,case1,low,wait,low,0.490100
2,case1,low,wait,low,0.585199
2,case1,low,wait,low,0.679347
2,case1,low,wait,low,0.772553
2,case1,low,wait,low,0.864828
2,case1,low,wait,low,0.910503
2,case1,low,wait,low,0.955951
2,case1,low,wait,low,1.001171
2,case1,low,wait,low,1.046165
2,case1,low,wait,low,1.090934
2,case1,low,search,low,0.149092
2,case1,low,wait,low,1.135480
2,case1,low,wait,low,1.179802
2,case1,low,recharge,GOAL,0.000000
3,case1,START,N,high,0.000000
3,case1,high,search,low,4.776673
3,case1,low,wait,low,1.223903
3,case1,low,wait,low,1.267784
3,case1,low,wait,low,1.296891
3,case1,low,recharge,GOAL,0.000000
4,case1,START,N,high,0.000000
4,case1,high,search,high,5.352789
4,case1,high,search,high,5.926025
4,case1,high,search,high,6.496395
4,case1,high,search,low,6.496395
4,case1,low,wait,low,1.325902
4,case1,low,wait,low,1.354815
4,case1,low,wait,low,1.383633
4,case1,low,recharge,GOAL,0.000000
5,case1,START,N,high,0.000000
5,case1,high,search,high,7.063913
5,case1,high,search,high,7.628594
5,case1,high,search,low,7.628594
5,case1,low,wait,low,1.412354
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,wait,low,1.440979
5,case1,low,search,low,0.254018
5,case1,low,search,low,0.355447
5,case1,low,recharge,GOAL,0.000000
6,case1,START,N,high,0.000000
6,case1,high,search,high,8.190451
6,case1,high,search,high,8.749499
6,case1,high,search,high,9.120334
6,case1,high,search,high,9.489932
6,case1,high,search,high,9.858299
6,case1,high,search,low,9.858299
6,case1,low,wait,low,1.440979
6,case1,low,wait,low,1.440979
6,case1,low,wait,low,1.440979
6,case1,low,wait,low,1.440979
6,case1,low,wait,low,1.440979
6,case1,low,wait,low,1.440979
6,case1,low,recharge,GOAL,0.000000
7,case1,START,N,high,0.000000
7,case1,high,search,high,10.225438
7,case1,high,search,high,10.591354
7,case1,high,search,high,10.956049
7,case1,high,search,high,11.319529
7,case1,high,search,high,11.681797
7,case1,high,search,high,12.042858
7,case1,high,wait,high,1.162958
7,case1,high,wait,high,1.429848
7,case1,high,search,high,12.312751
7,case1,high,search,low,12.312751
7,case1,low,search,low,0.453495
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,wait,low,1.440979
7,case1,low,recharge,GOAL,0.000000
8,case1,START,N,high,0.000000
8,case1,high,search,high,12.581969
8,case1,high,search,high,12.850514
8,case1,high,search,high,13.118388
8,case1,high,search,low,13.118388
8,case1,low,wait,low,1.440979
8,case1,low,recharge,GOAL,0.000000
9,case1,START,N,high,0.000000
9,case1,high,search,high,13.385592
9,case1,high,search,low,13.385592
9,case1,low,search,low,0.548274
9,case1,low,wait,low,1.440979
9,case1,low,wait,low,1.440979
9,case1,low,wait,low,1.440979
9,case1,low,wait,low,1.440979
9,case1,low,wait,low,1.440979
9,case1,low,recharge,GOAL,0.000000
10,case1,START,N,high,0.000000
10,case1,high,search,low,13.385592
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,search,low,0.616990
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,wait,low,1.440979
10,case1,low,recharge,GOAL,0.000000
