case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.851768,49
case1,high,wait,0.148232,49
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.839521,49
case2,high,wait,0.160479,49
case2,low,recharge,0.651883,104
case2,low,search,0.215466,104
case2,low,wait,0.132650,104
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.939968,80
case3,high,wait,0.060032,80
case3,low,recharge,0.741986,152
case3,low,search,0.179560,152
case3,low,wait,0.078454,152
