case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,9.447150,44
case1,high,wait,2.895169,44
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,8.122926,49
case2,high,wait,1.535708,49
case2,low,recharge,3.464116,129
case2,low,search,0.989935,129
case2,low,wait,0.217544,129
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,7.727396,82
case3,high,wait,1.023703,82
case3,low,recharge,2.855786,129
case3,low,search,0.921723,129
case3,low,wait,-1.109015,129
