case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,10.394890,55
case1,high,wait,4.243392,55
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,9.251655,56
case2,high,wait,2.946728,56
case2,low,recharge,3.560448,100
case2,low,search,1.548275,100
case2,low,wait,0.660436,100
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,8.351343,59
case3,high,wait,2.474034,59
case3,low,recharge,3.930076,119
case3,low,search,1.529825,119
case3,low,wait,0.612046,119
