case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,11.047267,49
case1,high,wait,4.053132,49
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,9.213355,49
case2,high,wait,2.594678,49
case2,low,recharge,3.532554,104
case2,low,search,1.423867,104
case2,low,wait,0.499889,104
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,8.703208,80
case3,high,wait,1.910709,80
case3,low,recharge,2.928224,152
case3,low,search,1.073557,152
case3,low,wait,-0.008791,152
