case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,13.416253,56
case1,high,wait,6.043739,56
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,9.104655,57
case2,high,wait,3.304851,57
case2,low,recharge,3.964096,98
case2,low,search,1.868018,98
case2,low,wait,1.087241,98
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,11.294100,59
case3,high,wait,4.198387,59
case3,low,recharge,3.199436,157
case3,low,search,1.178466,157
case3,low,wait,0.374431,157
