case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.830515,69
case1,high,wait,0.169485,69
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.919232,59
case2,high,wait,0.080768,59
case2,low,recharge,0.583062,91
case2,low,search,0.245407,91
case2,low,wait,0.171531,91
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.970540,80
case3,high,wait,0.029460,80
case3,low,recharge,0.782385,170
case3,low,search,0.162611,170
case3,low,wait,0.055004,170
