case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.891017,56
case1,high,wait,0.108983,56
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.843162,57
case2,high,wait,0.156838,57
case2,low,recharge,0.626937,98
case2,low,search,0.222135,98
case2,low,wait,0.150928,98
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.893663,59
case3,high,wait,0.106337,59
case3,low,recharge,0.763399,157
case3,low,search,0.154658,157
case3,low,wait,0.081943,157
