1,case3,START,N,high,0.000000
1,case3,high,wait,high,-0.200000
1,case3,high,search,high,2.000000
1,case3,high,wait,high,0.000000
1,case3,high,search,high,3.960000
1,case3,high,search,high,5.880800
1,case3,high,search,low,5.504640
1,case3,low,recharge,low,-0.200000
1,case3,low,recharge,low,-0.360000
1,case3,low,wait,low,-0.200000
1,case3,low,search,low,0.400000
1,case3,low,wait,low,-0.288000
1,case3,low,wait,low,-0.358400
1,case3,low,search,low,0.792000
1,case3,low,wait,low,-0.344160
1,case3,low,wait,low,-0.332768
1,case3,low,wait,GOAL,-0.999491
2,case3,START,N,high,0.000000
2,case3,high,wait,high,0.790835
2,case3,high,search,high,7.394547
2,case3,high,search,high,9.246656
2,case3,high,wait,high,1.443951
2,case3,high,search,high,10.154190
2,case3,high,wait,high,2.113433
2,case3,high,wait,high,2.715967
2,case3,high,search,high,11.052648
2,case3,high,search,high,11.942121
2,case3,high,wait,high,3.419161
2,case3,high,wait,high,4.052036
2,case3,high,search,high,12.822700
2,case3,high,search,high,13.694473
2,case3,high,search,low,13.095695
2,case3,low,wait,low,-0.928262
2,case3,low,search,low,0.984080
2,case3,low,wait,low,-0.846869
2,case3,low,wait,low,-0.773615
2,case3,low,wait,low,-0.707686
2,case3,low,wait,low,-0.648350
2,case3,low,recharge,GOAL,0.376000
3,case2,START,N,high,0.000000
3,case2,high,wait,high,-0.200000
3,case2,high,search,high,2.000000
3,case2,high,search,high,3.960000
3,case2,high,wait,high,0.352800
3,case2,high,search,high,5.880800
3,case2,high,wait,high,1.140784
3,case2,high,wait,high,1.771171
3,case2,high,wait,high,2.275481
3,case2,high,search,high,7.763184
3,case2,high,wait,high,2.646619
3,case2,high,search,high,8.685552
3,case2,high,search,high,9.598697
3,case2,high,search,low,9.038827
3,case2,low,recharge,GOAL,1.400000
4,case2,START,N,high,0.000000
4,case2,high,search,high,9.948439
4,case2,high,wait,high,3.177317
4,case2,high,search,high,10.848954
4,case2,high,wait,high,3.735991
4,case2,high,search,high,11.740465
4,case2,high,search,high,12.623060
4,case2,high,wait,high,4.177642
4,case2,high,search,high,13.205573
4,case2,high,search,high,13.784203
4,case2,high,wait,high,4.659518
4,case2,high,search,high,14.358975
4,case2,high,wait,high,5.143755
4,case2,high,search,high,14.929915
4,case2,high,search,low,14.285254
4,case2,low,recharge,GOAL,2.520000
5,case1,START,N,high,0.000000
5,case1,high,wait,high,0.200000
5,case1,high,search,high,2.436000
5,case1,high,wait,high,0.798480
5,case1,high,search,low,2.748800
5,case1,low,recharge,GOAL,0.000000
6,case2,START,N,high,0.000000
6,case2,high,wait,high,5.591287
6,case2,high,search,high,14.856685
6,case2,high,search,low,14.427251
6,case2,low,search,low,0.853600
6,case2,low,search,low,1.536480
6,case2,low,recharge,GOAL,3.416000
7,case3,START,N,high,0.000000
7,case3,high,search,high,13.675057
7,case3,high,search,high,14.250557
7,case3,high,wait,high,4.570267
7,case3,high,wait,high,5.053949
7,case3,high,wait,high,5.505386
7,case3,high,wait,low,4.930738
7,case3,low,search,low,1.174239
7,case3,low,wait,low,-0.577834
7,case3,low,wait,low,-0.535524
7,case3,low,search,low,1.299744
7,case3,low,search,low,1.424413
7,case3,low,wait,low,-0.481024
7,case3,low,wait,GOAL,-0.915622
8,case1,START,N,high,0.000000
8,case1,high,search,high,5.093824
8,case1,high,wait,high,1.755672
8,case1,high,search,high,7.391948
8,case1,high,wait,high,2.935088
8,case1,high,search,high,9.644109
8,case1,high,wait,high,3.609549
8,case1,high,wait,high,4.216564
8,case1,high,search,high,10.747667
8,case1,high,wait,high,4.862198
8,case1,high,wait,high,5.443268
8,case1,high,search,high,11.840191
8,case1,high,search,high,12.921789
8,case1,high,wait,high,6.161902
8,case1,high,search,high,13.992571
8,case1,high,search,high,15.052645
8,case1,high,search,low,14.315802
8,case1,low,recharge,GOAL,0.000000
9,case1,START,N,high,0.000000
9,case1,high,search,high,15.020364
9,case1,high,wait,high,6.718997
9,case1,high,search,high,15.720228
9,case1,high,wait,high,7.280944
9,case1,high,search,high,16.415426
9,case1,high,search,high,17.105990
9,case1,high,search,low,16.232257
9,case1,low,recharge,GOAL,0.000000
10,case1,START,N,high,0.000000
10,case1,high,search,low,15.416774
10,case1,low,recharge,GOAL,0.000000
11,case2,START,N,high,0.000000
11,case2,high,search,low,14.059609
11,case2,low,wait,low,0.414880
11,case2,low,wait,low,0.746784
11,case2,low,search,low,2.244064
11,case2,low,search,low,2.810131
11,case2,low,wait,low,0.879546
11,case2,low,recharge,GOAL,3.774400
12,case3,START,N,high,0.000000
12,case3,high,search,low,13.652651
12,case3,low,recharge,GOAL,0.817600
13,case1,START,N,high,0.000000
13,case1,high,wait,high,7.787221
13,case1,high,wait,high,8.141615
13,case1,high,wait,high,8.478289
13,case1,high,search,high,15.939690
13,case1,high,wait,high,8.821661
13,case1,high,search,low,15.342705
13,case1,low,recharge,GOAL,0.000000
14,case1,START,N,high,0.000000
14,case1,high,wait,high,9.120999
14,case1,high,search,high,15.865992
14,case1,high,search,high,16.386662
14,case1,high,search,high,16.904728
14,case1,high,search,high,17.420205
14,case1,high,wait,high,9.423287
14,case1,high,search,high,17.830524
14,case1,high,search,low,17.277303
14,case1,low,recharge,GOAL,0.000000
15,case3,START,N,high,0.000000
15,case3,high,wait,high,5.354515
15,case3,high,search,high,14.228300
15,case3,high,search,low,13.780983
15,case3,low,search,low,1.548250
15,case3,low,search,low,1.671262
15,case3,low,recharge,GOAL,1.229760
16,case2,START,N,high,0.000000
16,case2,high,search,low,13.726476
16,case2,low,wait,low,1.031287
16,case2,low,wait,low,1.167854
16,case2,low,recharge,GOAL,4.096960
17,case3,START,N,high,0.000000
17,case3,high,search,high,14.212079
17,case3,high,wait,high,5.676332
17,case3,high,search,high,14.641018
17,case3,high,search,high,15.067813
17,case3,high,search,low,14.589629
17,case3,low,search,low,1.793453
17,case3,low,wait,low,-0.839136
17,case3,low,search,low,1.884486
17,case3,low,search,low,1.975063
17,case3,low,recharge,GOAL,1.518272
18,case2,START,N,high,0.000000
18,case2,high,search,high,14.157844
18,case2,high,search,low,13.834315
18,case2,low,search,GOAL,1.829118
19,case3,START,N,high,0.000000
19,case3,high,search,low,14.149026
19,case3,low,wait,low,-0.758301
19,case3,low,search,low,2.065188
19,case3,low,recharge,GOAL,1.792358
20,case1,START,N,high,0.000000
20,case1,high,search,high,17.688194
20,case1,high,search,high,18.097441
20,case1,high,search,low,17.533543
20,case1,low,recharge,GOAL,0.000000
21,case1,START,N,high,0.000000
21,case1,high,search,low,16.992202
21,case1,low,recharge,GOAL,0.000000
22,case3,START,N,high,0.000000
22,case3,high,search,high,14.578280
22,case3,high,search,high,15.005389
22,case3,high,wait,high,6.017758
22,case3,high,search,high,15.345367
22,case3,high,wait,high,6.289481
22,case3,high,search,high,15.683986
22,case3,high,search,high,16.021250
22,case3,high,wait,high,6.574667
22,case3,high,wait,high,6.848445
22,case3,high,search,high,16.357165
22,case3,high,search,high,16.691736
22,case3,high,search,high,16.691736
22,case3,high,search,high,16.691736
22,case3,high,search,high,16.691736
22,case3,high,search,high,16.691736
22,case3,high,search,high,16.691736
22,case3,high,search,low,16.258414
22,case3,low,recharge,GOAL,2.052740
23,case3,START,N,high,0.000000
23,case3,high,search,low,15.842424
23,case3,low,search,low,2.154862
23,case3,low,search,low,2.244088
23,case3,low,recharge,GOAL,2.250631
24,case3,START,N,high,0.000000
24,case3,high,search,high,15.842424
24,case3,high,search,high,15.842424
24,case3,high,search,low,15.515195
24,case3,low,search,low,2.315347
24,case3,low,search,low,2.386086
24,case3,low,recharge,low,2.250631
24,case3,low,search,low,2.456541
24,case3,low,wait,low,-0.679534
24,case3,low,wait,low,-0.603917
24,case3,low,search,low,2.526715
24,case3,low,search,low,2.596608
24,case3,low,search,low,2.666222
24,case3,low,search,low,2.735557
24,case3,low,recharge,low,2.250631
24,case3,low,search,low,2.793105
24,case3,low,search,low,2.850461
24,case3,low,wait,low,-0.531606
24,case3,low,wait,low,-0.461705
