case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,0.000504,199
case1,high,wait,0.999496,199
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,0.729727,109
case2,high,wait,0.270273,109
case2,low,recharge,0.536433,123
case2,low,search,0.201830,123
case2,low,wait,0.261737,123
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,0.975403,121
case3,high,wait,0.024597,121
case3,low,recharge,0.755647,159
case3,low,search,0.175716,159
case3,low,wait,0.068637,159
